p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
0	0.582576719454913	0.257	0.067	0	Squamous Cells	SNX18
1.86E-265	0.579938413760204	0.393	0.204	6.1E-261	Squamous Cells	EPS8L2
0	0.578506680223022	0.792	0.57	0	Squamous Cells	TPT1
0	0.577300105110607	0.286	0.071	0	Squamous Cells	SMAGP
1.44E-140	0.576795051082978	0.339	0.222	4.73E-136	Squamous Cells	RARRES3
2.13E-112	0.574332899788414	0.187	0.102	7.01E-108	Squamous Cells	SLC5A3
0	0.571987726421094	0.272	0.048	0	Squamous Cells	ABCA1
1.11E-302	0.570036551483686	0.286	0.097	3.65E-298	Squamous Cells	RMND5A
0	0.56894699108454	0.235	0.036	0	Squamous Cells	SLC31A2
1.04E-267	0.567865751457767	0.475	0.289	3.42E-263	Squamous Cells	ZFAND5
9E-273	0.559366707331837	0.37	0.169	2.96E-268	Squamous Cells	PTPN3
7.31266562409629e-320	0.558069421851436	0.327	0.128	2.40374631729669e-315	Squamous Cells	UBE2R2
3.35E-218	0.55755934776694	0.341	0.161	1.1E-213	Squamous Cells	PRRG4
7.43E-207	0.556945815335008	0.551	0.347	2.44E-202	Squamous Cells	F3
1.32E-229	0.556463862462657	0.343	0.171	4.35E-225	Squamous Cells	NET1
2.91E-257	0.551177737461838	0.392	0.201	9.57E-253	Squamous Cells	TRIM29
7.52E-299	0.550350460288179	0.204	0.052	2.47E-294	Squamous Cells	HIST3H2A
0	0.548464658497913	0.379	0.154	0	Squamous Cells	ERBB3
0	0.547452931070111	0.253	0.05	0	Squamous Cells	TUFT1
0	0.546341760160964	0.304	0.089	0	Squamous Cells	FCHO2
1.80136334473718e-320	0.545790975123667	0.301	0.099	5.9212614504856e-316	Squamous Cells	GPCPD1
0	0.53857585983676	0.265	0.063	0	Squamous Cells	VSIG2
0	0.538293498456532	0.105	0.004	0	Squamous Cells	CALB1
1.33E-246	0.537225608251163	0.488	0.297	4.38E-242	Squamous Cells	KLF5
0	0.536226448302633	0.314	0.112	0	Squamous Cells	YPEL3
1.81E-241	0.53458559813966	0.37	0.187	5.96E-237	Squamous Cells	VPS4B
0	0.533591789205556	0.17	0.005	0	Squamous Cells	ABLIM3
2.91498731046335e-322	0.532344633950232	0.274	0.083	9.58185478822409e-318	Squamous Cells	PDP1
3.39E-255	0.532306203046491	0.374	0.173	1.11E-250	Squamous Cells	QSOX1
4.83E-253	0.531713338215738	0.279	0.108	1.59E-248	Squamous Cells	CDKN1B
3.24E-177	0.530538603103426	0.476	0.313	1.07E-172	Squamous Cells	TRIM2
0	0.530271522902514	0.283	0.085	0	Squamous Cells	USP6NL
1.99E-274	0.529662004476895	0.46	0.276	6.55E-270	Squamous Cells	HEBP2
1.26E-183	0.524105084807773	0.356	0.184	4.14E-179	Squamous Cells	SOX4
3.2E-287	0.523221351425928	0.256	0.076	1.05E-282	Squamous Cells	ADIRF
6.3E-244	0.522436375697586	0.415	0.218	2.07E-239	Squamous Cells	BAG1
1.05E-274	0.52077499801305	0.341	0.146	3.46E-270	Squamous Cells	RNF11
5.35E-235	0.520584414183919	0.423	0.239	1.76E-230	Squamous Cells	ATP6V0E1
0	0.517719140443664	0.272	0.076	0	Squamous Cells	NABP1
2.2E-238	0.516921230269654	0.371	0.177	7.23E-234	Squamous Cells	FAM214A
4.97E-112	0.514647015701786	0.254	0.13	1.63E-107	Squamous Cells	ISG15
4.24E-246	0.513673222455753	0.354	0.168	1.39E-241	Squamous Cells	PICALM
2.36E-152	0.51329564576639	0.189	0.087	7.75E-148	Squamous Cells	MRPS6
4.69E-234	0.513260835750661	0.21	0.066	1.54E-229	Squamous Cells	SGTA
0	0.513157533475819	0.285	0.09	0	Squamous Cells	CDYL
1.05730048210027e-318	0.513080405857767	0.328	0.122	3.47545241471179e-314	Squamous Cells	VPS37B
6.61E-291	0.512709142830954	0.301	0.111	2.17E-286	Squamous Cells	UBAP1
0	0.512685128119338	0.194	0.011	0	Squamous Cells	SLCO4A1
3.44E-217	0.512326989281073	0.24	0.096	1.13E-212	Squamous Cells	SH3BGRL2
0	0.511581643416578	0.247	0.061	0	Squamous Cells	FUT6
1.26E-286	0.511015259832529	0.296	0.105	4.13E-282	Squamous Cells	RANBP9
0	0.509325199929849	0.225	0.018	0	Squamous Cells	CRYBG2
2.81E-301	0.509040771347444	0.281	0.092	9.25E-297	Squamous Cells	DOCK9
1.46E-234	0.508566878838206	0.357	0.17	4.81E-230	Squamous Cells	DIAPH1
2.97E-142	0.507395474228836	0.123	0.034	9.77E-138	Squamous Cells	CLCA4
7.6E-141	0.506573279077349	0.363	0.228	2.5E-136	Squamous Cells	BCAS1
1.33E-223	0.504978937052793	0.402	0.216	4.37E-219	Squamous Cells	GABARAPL2
1.38E-198	0.504385556870438	0.329	0.153	4.53E-194	Squamous Cells	CITED2
5.27E-142	0.502714751668086	0.416	0.271	1.73E-137	Squamous Cells	ARHGAP5
0	0.502657476778088	0.306	0.095	0	Squamous Cells	TACC1
0	0.502322476004836	0.223	0.043	0	Squamous Cells	TMEM40
0	0.501517105513685	0.107	0.002	0	Squamous Cells	IL36RN
2.46E-299	0.500290686898539	0.194	0.044	8.1E-295	Squamous Cells	C2orf54
0	0.499706950707233	0.243	0.065	0	Squamous Cells	VSIR
1.85227012206617e-313	0.498048429558896	0.233	0.062	0	Squamous Cells	MIR4435-2HG
2.06E-197	0.49711710943727	0.259	0.101	6.76E-193	Squamous Cells	FER1L6
1.78E-240	0.496675554965547	0.283	0.108	5.87E-236	Squamous Cells	PARD6B
5.37E-250	0.495464000292526	0.277	0.107	1.77E-245	Squamous Cells	MBOAT2
8.53E-266	0.495351663125765	0.33	0.137	2.8E-261	Squamous Cells	ADAM9
0	0.494523245798022	0.166	0.016	0	Squamous Cells	EHD3
0	0.494296481699721	0.164	0.026	0	Squamous Cells	BCAT1
6.44E-269	0.494121880562966	0.668	0.448	2.12E-264	Squamous Cells	HLA-E
6.2E-215	0.490483097743492	0.522	0.31	2.04E-210	Squamous Cells	MUC1
6.63E-221	0.488211610519538	0.537	0.344	2.18E-216	Squamous Cells	S100A11
2.92E-185	0.488026459404093	0.5	0.321	9.6E-181	Squamous Cells	EHF
0	0.485374010179322	0.251	0.065	0	Squamous Cells	POLB
3.58E-265	0.482234048781527	0.152	0.028	1.18E-260	Squamous Cells	PDZK1IP1
6.51E-240	0.479689206436853	0.367	0.176	2.14E-235	Squamous Cells	CHMP1B
7.1E-158	0.479270500087633	0.338	0.197	2.33E-153	Squamous Cells	OPTN
0	0.476481656626272	0.295	0.094	0	Squamous Cells	HECA
1.04E-306	0.476062836510862	0.249	0.069	3.43E-302	Squamous Cells	OXSR1
0	0.475758445692298	0.226	0.036	0	Squamous Cells	GDPD3
1.74E-243	0.475705317471932	0.361	0.175	5.71E-239	Squamous Cells	ADIPOR1
0	0.475291131940873	0.198	0.017	0	Squamous Cells	RNF39
6.29E-201	0.474939316758076	0.481	0.271	2.07E-196	Squamous Cells	TSPAN6
5.52E-258	0.474786657258208	0.358	0.167	1.82E-253	Squamous Cells	CHP1
3.49E-122	0.474750684845385	0.11	0.032	1.15E-117	Squamous Cells	DUOXA2
8.8E-219	0.474416363576383	0.555	0.34	2.89E-214	Squamous Cells	CLDN4
7.96E-187	0.474344907137241	0.604	0.44	2.62E-182	Squamous Cells	PABPC1
4.97E-221	0.474251564132301	0.251	0.092	1.63E-216	Squamous Cells	HIST1H2BD
0	0.473477222095005	0.234	0.046	0	Squamous Cells	PTK6
3.65E-188	0.473265870832601	0.354	0.199	1.2E-183	Squamous Cells	DHRS3
7.42E-275	0.471547325421335	0.71	0.462	2.44E-270	Squamous Cells	WFDC2
4.88E-286	0.470521873023662	0.299	0.111	1.61E-281	Squamous Cells	LMTK2
0	0.468474669570365	0.292	0.101	6.7E-304	Squamous Cells	PINK1
8.31E-140	0.468144437764851	0.298	0.155	2.73E-135	Squamous Cells	ITGA2
5.13E-222	0.465168164257795	0.609	0.385	1.69E-217	Squamous Cells	PERP
4.61E-286	0.46493482591982	0.302	0.114	1.52E-281	Squamous Cells	ARL8B
9.41846905778072e-316	0.460545063576759	0.201	0.044	3.0959449639831e-311	Squamous Cells	ZNF117
0	0.460326822875409	0.214	0.036	0	Squamous Cells	ERV3-1
2.63E-238	0.460026851676889	0.245	0.085	8.66E-234	Squamous Cells	FOXC1
2.42E-159	0.459874014894036	0.325	0.169	7.96E-155	Squamous Cells	B4GALT5
6.07E-234	0.458660126477813	0.271	0.104	2E-229	Squamous Cells	NAPRT
1.39E-253	0.457567261534657	0.303	0.123	4.57E-249	Squamous Cells	SPSB3
1.25E-208	0.457549985079738	0.319	0.149	4.09E-204	Squamous Cells	NDFIP2
2.69E-85	0.457449662358419	0.17	0.085	8.85E-81	Squamous Cells	GLS
4.1E-245	0.45435765034326	0.305	0.119	1.35E-240	Squamous Cells	PMAIP1
2.1E-231	0.454211506318731	0.365	0.187	6.9E-227	Squamous Cells	RNF10
2.74E-135	0.453968743096226	0.211	0.089	8.99E-131	Squamous Cells	VEGFA
2.34E-203	0.453614476828556	0.38	0.211	7.68E-199	Squamous Cells	WDR1
0	0.453418602890438	0.848	0.587	0	Squamous Cells	SLPI
2E-282	0.453271471496477	0.263	0.088	6.56E-278	Squamous Cells	ZNRF1
0	0.452452362648244	0.235	0.05	0	Squamous Cells	PROM2
1.26E-271	0.45225684609538	0.299	0.115	4.13E-267	Squamous Cells	TOM1
0	0.451906463814325	0.266	0.065	0	Squamous Cells	NPC1
2.97E-275	0.450591398161081	0.328	0.137	9.77E-271	Squamous Cells	ARF6
6.09E-267	0.450358383519651	0.204	0.053	2E-262	Squamous Cells	YOD1
2.39E-171	0.450204820038107	0.402	0.242	7.87E-167	Squamous Cells	MYH14
5.01E-182	0.448804941427404	0.45	0.269	1.65E-177	Squamous Cells	S100A10
5.81E-205	0.448784777253746	0.298	0.127	1.91E-200	Squamous Cells	S100A14
3.18E-168	0.448659110060236	0.295	0.138	1.04E-163	Squamous Cells	ARID5B
0	0.447897831717804	0.199	0.025	0	Squamous Cells	PTPRH
1.74E-176	0.447168449907362	0.417	0.25	5.71E-172	Squamous Cells	RAC1
1.89029516098861e-320	0.446567697468785	0.271	0.083	6.21358922368566e-316	Squamous Cells	STRN
0	0.445304167412737	0.279	0.078	0	Squamous Cells	GABARAPL1
1.58E-182	0.444550989304551	0.354	0.18	5.2E-178	Squamous Cells	MACC1
9.53E-118	0.444083174751953	0.33	0.194	3.13E-113	Squamous Cells	SERPINB1
3.88E-127	0.443989606781537	0.408	0.257	1.28E-122	Squamous Cells	APP
2.05E-186	0.443275126483262	0.347	0.177	6.73E-182	Squamous Cells	KLF3
6.86E-185	0.442418629762884	0.424	0.257	2.26E-180	Squamous Cells	P4HB
0	0.442414077929649	0.312	0.114	2.95E-304	Squamous Cells	NAMPT
7.85E-184	0.442096122837178	0.383	0.214	2.58E-179	Squamous Cells	TALDO1
2.32191090919552e-319	0.441711966211899	0.313	0.115	7.6323533496166e-315	Squamous Cells	CSNK1E
3.96E-170	0.44102513814176	0.593	0.401	1.3E-165	Squamous Cells	ATP1B1
9.69E-214	0.440196045261845	0.263	0.103	3.18E-209	Squamous Cells	BCL2L11
9.89E-207	0.439385853078753	0.312	0.144	3.25E-202	Squamous Cells	CTSA
6.79E-206	0.43855722640868	0.323	0.15	2.23E-201	Squamous Cells	EIF4EBP2
2.4E-192	0.438488685631814	0.421	0.249	7.9E-188	Squamous Cells	RAB7A
2.07E-281	0.437802118013424	0.187	0.041	6.81E-277	Squamous Cells	HES4
8.97E-295	0.437333871248418	0.251	0.074	2.95E-290	Squamous Cells	DUSP10
1.47E-206	0.437039821401772	0.386	0.209	4.83E-202	Squamous Cells	TRIM8
1.65E-152	0.436465496194631	0.464	0.317	5.43E-148	Squamous Cells	YWHAZ
4.12E-174	0.434728025223435	0.363	0.2	1.36E-169	Squamous Cells	TMEM30A
9.45E-287	0.434131808968679	0.336	0.135	3.11E-282	Squamous Cells	KIF1C
4.76E-177	0.433469982966686	0.347	0.19	1.56E-172	Squamous Cells	LITAF
5.18E-153	0.432773618941801	0.503	0.327	1.7E-148	Squamous Cells	VAMP8
8.23E-205	0.431277544232137	0.391	0.216	2.7E-200	Squamous Cells	TMOD3
5.63E-249	0.430751501064803	0.286	0.104	1.85E-244	Squamous Cells	AD000090.1
4.96E-227	0.430356482103309	0.296	0.126	1.63E-222	Squamous Cells	TNIP1
0	0.42963746932934	0.213	0.044	0	Squamous Cells	LAD1
1.93E-307	0.429198803826283	0.301	0.107	6.35E-303	Squamous Cells	HBP1
0	0.429045383473378	0.272	0.077	0	Squamous Cells	CARHSP1
1.18E-222	0.428486177199011	0.262	0.098	3.89E-218	Squamous Cells	ADIPOR2
1.44E-151	0.427619320085971	0.432	0.267	4.72E-147	Squamous Cells	UBE2H
8.46E-171	0.426800819123494	0.225	0.087	2.78E-166	Squamous Cells	ADM
0	0.4266431857865	0.222	0.049	0	Squamous Cells	PHLDA3
2.62E-294	0.422293562012538	0.227	0.063	8.62E-290	Squamous Cells	TMEM159
1.59E-201	0.420895882112852	0.295	0.128	5.21E-197	Squamous Cells	JMY
0	0.420817081737507	0.101	0.004	0	Squamous Cells	SPRR1A
4.79E-227	0.42067069917397	0.24	0.084	1.57E-222	Squamous Cells	ATG9B
3.79E-155	0.420668990464355	0.244	0.117	1.25E-150	Squamous Cells	SLC16A3
4.1E-176	0.420604965055266	0.344	0.176	1.35E-171	Squamous Cells	ZNF217
8.51E-128	0.419518934682352	0.146	0.05	2.8E-123	Squamous Cells	LY6D
5.94E-237	0.419518772420007	0.324	0.143	1.95E-232	Squamous Cells	SLC44A2
1.38E-271	0.419448098729612	0.264	0.089	4.52E-267	Squamous Cells	ATP10B
9.24E-203	0.419243675716429	0.396	0.226	3.04E-198	Squamous Cells	CHMP4B
6.97E-304	0.41847254573599	0.239	0.066	2.29E-299	Squamous Cells	RAB9A
2.01E-184	0.418147747394718	0.39	0.224	6.61E-180	Squamous Cells	RAB2A
8.66E-145	0.417823639568522	0.423	0.268	2.85E-140	Squamous Cells	CCNI
7.95E-222	0.41758024445721	0.124	0.022	2.61E-217	Squamous Cells	PLAU
3.55E-200	0.416451238430452	0.305	0.137	1.17E-195	Squamous Cells	DNAJC5
1.16E-158	0.415792732433362	0.276	0.127	3.82E-154	Squamous Cells	IER3
3.51E-243	0.413307011463303	0.321	0.134	1.15E-238	Squamous Cells	GRN
8.19E-185	0.411395950750372	0.241	0.093	2.69E-180	Squamous Cells	GADD45A
2.36E-167	0.411211319264511	0.401	0.24	7.76E-163	Squamous Cells	ERBIN
4.2E-155	0.410553352434422	0.196	0.076	1.38E-150	Squamous Cells	ARRB2
0	0.40974440172995	0.13	0.003	0	Squamous Cells	AC019349.1
1.27E-156	0.409650766170498	0.617	0.452	4.17E-152	Squamous Cells	H3F3B
1.52E-278	0.408755141844269	0.214	0.057	5E-274	Squamous Cells	KYNU
2.76E-222	0.407748660659211	0.314	0.138	9.08E-218	Squamous Cells	ATP6V1E1
0	0.407081130218462	0.217	0.052	7.24E-304	Squamous Cells	TGFA
2.65E-175	0.406480932127036	0.594	0.416	8.71E-171	Squamous Cells	EIF4G2
2.53E-229	0.406216918887537	0.26	0.095	8.31E-225	Squamous Cells	SPTSSA
1.36E-177	0.406076185707469	0.39	0.207	4.47E-173	Squamous Cells	ZFAS1
7.75E-265	0.406076076464512	0.193	0.051	2.55E-260	Squamous Cells	FHL2
6.42E-152	0.405670960240784	0.337	0.178	2.11E-147	Squamous Cells	C6orf106
1.55E-204	0.403851863657762	0.112	0.019	5.09E-200	Squamous Cells	PIP
1.92E-179	0.402866441094443	0.354	0.183	6.32E-175	Squamous Cells	ST14
7.87E-160	0.401333090278357	0.355	0.198	2.59E-155	Squamous Cells	UBL3
3.01E-183	0.400533656240399	0.244	0.098	9.88E-179	Squamous Cells	SERINC2
5.19E-213	0.398695078582933	0.695	0.481	1.71E-208	Squamous Cells	HLA-C
4.83E-158	0.395550209952446	0.53	0.359	1.59E-153	Squamous Cells	CTNNA1
2.35E-152	0.394630994782597	0.42	0.26	7.71E-148	Squamous Cells	CD46
2.11E-189	0.39460396718789	0.346	0.179	6.95E-185	Squamous Cells	ITGB1
3.34E-166	0.392114053500051	0.326	0.166	1.1E-161	Squamous Cells	GNG12
3.97E-142	0.390781322051387	0.476	0.312	1.31E-137	Squamous Cells	RHOA
7.85E-174	0.389249665347124	0.191	0.065	2.58E-169	Squamous Cells	KATNBL1
4.96E-164	0.388939083822592	0.365	0.207	1.63E-159	Squamous Cells	ARHGEF12
2.07E-298	0.388694823458184	0.229	0.063	6.8E-294	Squamous Cells	GNA15
2.12E-155	0.388152334057316	0.585	0.431	6.98E-151	Squamous Cells	TAX1BP1
1.29E-232	0.388026883592395	0.284	0.112	4.26E-228	Squamous Cells	SBDS
3.16E-137	0.386658372471949	0.305	0.16	1.04E-132	Squamous Cells	GDE1
0	0.386651191981322	0.221	0.052	0	Squamous Cells	CRB3
3.03E-250	0.385812710305341	0.198	0.053	9.96E-246	Squamous Cells	TTC22
8.78E-244	0.385610806450007	0.255	0.089	2.89E-239	Squamous Cells	UBE2G1
1.17E-104	0.385176789987114	0.186	0.084	3.86E-100	Squamous Cells	CFB
2.55E-235	0.384586364483146	0.322	0.136	8.39E-231	Squamous Cells	USP53
2.42E-147	0.384550783312379	0.282	0.14	7.95E-143	Squamous Cells	CDCP1
1.04070587929266e-312	0.383755810270296	0.22	0.055	0.34E-307	Squamous Cells	B3GNT3
3.65E-283	0.383245310539635	0.218	0.059	1.2E-278	Squamous Cells	SPIRE1
5.01E-155	0.382627655313875	0.405	0.238	1.65E-150	Squamous Cells	SCNN1A
2.08E-172	0.382280937865563	0.299	0.141	6.84E-168	Squamous Cells	TEAD1
0	0.381610048964672	0.146	0.011	0	Squamous Cells	AIF1L
0	0.380518444470754	0.21	0.033	0	Squamous Cells	ITPRIP
1.11E-285	0.380263089961947	0.2	0.049	3.63E-281	Squamous Cells	UPP1
8.15E-165	0.380248644562441	0.41	0.24	2.68E-160	Squamous Cells	RAB11A
0	0.379995479833614	0.156	0.013	0	Squamous Cells	CTSV
4.63E-154	0.379141573409728	0.34	0.178	1.52E-149	Squamous Cells	PPP2CA
4.69E-150	0.378736195078523	0.396	0.235	1.54E-145	Squamous Cells	F11R
5.06E-206	0.378512552008834	0.329	0.156	1.66E-201	Squamous Cells	UBE2B
4.08E-224	0.377940529564114	0.326	0.151	1.34E-219	Squamous Cells	MAP1LC3B
1.44E-149	0.377779176630986	0.26	0.118	4.73E-145	Squamous Cells	CLDN1
1.31E-144	0.377632743004402	0.354	0.197	4.32E-140	Squamous Cells	KIAA1551
2.35E-261	0.377604745483352	0.169	0.039	7.73E-257	Squamous Cells	B3GALT5
3.41E-201	0.376225786420423	0.276	0.115	1.12E-196	Squamous Cells	NCK2
6.1E-233	0.374899586304917	0.241	0.083	2.01E-228	Squamous Cells	HIVEP2
9.21E-289	0.374119900477365	0.22	0.059	3.03E-284	Squamous Cells	SDR16C5
0	0.373583350023062	0.196	0.028	0	Squamous Cells	GPR87
9.09574853993735e-321	0.37345285781317	0.215	0.051	2.98986350256281e-316	Squamous Cells	ARNTL2
5.53E-138	0.372594164966998	0.348	0.204	1.82E-133	Squamous Cells	CAPN1
1.82E-181	0.371017962660911	0.338	0.173	5.97E-177	Squamous Cells	SERINC1
1.07215407167684e-317	0.370200661418984	0.223	0.059	3.52427764900894e-313	Squamous Cells	HIST1H2BG
2.07E-217	0.36996522986015	0.334	0.158	6.81E-213	Squamous Cells	MPRIP
1.71E-141	0.369024030825226	0.249	0.118	5.62E-137	Squamous Cells	KRT4
0	0.368828119535964	0.158	0.02	0	Squamous Cells	HIST1H4H
7.11E-138	0.368787292882573	0.314	0.168	2.34E-133	Squamous Cells	MTPN
1.39E-151	0.368154674195958	0.372	0.213	4.58E-147	Squamous Cells	ARPC3
5.66E-217	0.36743960476414	0.26	0.103	1.86E-212	Squamous Cells	KAZN
2.58E-237	0.366938260298347	0.255	0.091	8.49E-233	Squamous Cells	MAP7D1
1.56E-108	0.366728318146841	0.365	0.231	5.12E-104	Squamous Cells	TJP3
0	0.365512743615998	0.174	0.016	0	Squamous Cells	C15orf62
9.69E-188	0.364802923855948	0.304	0.143	3.18E-183	Squamous Cells	LEPROT
2.56E-185	0.364277552261019	0.237	0.091	8.4E-181	Squamous Cells	RAB5IF
1.91E-106	0.36375599120789	0.322	0.194	6.28E-102	Squamous Cells	MAL2
2.89E-185	0.363618025131652	0.327	0.16	9.52E-181	Squamous Cells	RAB5A
4.78E-154	0.362852697041007	0.333	0.176	1.57E-149	Squamous Cells	PHACTR4
1.95E-187	0.362459702514165	0.53	0.341	6.4E-183	Squamous Cells	TMEM59
0	0.362312768641917	0.214	0.034	0	Squamous Cells	GRB7
8.45E-217	0.36174952579385	0.238	0.083	2.78E-212	Squamous Cells	TMEM54
9.61E-229	0.361648445890867	0.241	0.083	3.16E-224	Squamous Cells	MPZL3
1.49E-203	0.360951867318419	0.279	0.119	4.91E-199	Squamous Cells	RNF141
1.84E-147	0.359704617152818	0.447	0.294	6.05E-143	Squamous Cells	CLDN7
2.97E-190	0.358822511889044	0.276	0.116	9.75E-186	Squamous Cells	MAPKAPK2
9.74E-151	0.358346009743864	0.324	0.169	3.2E-146	Squamous Cells	RNF19A
2.55E-277	0.358236553926035	0.21	0.054	8.39E-273	Squamous Cells	VWA1
4.16E-149	0.357782747823467	0.349	0.192	1.37E-144	Squamous Cells	EMP2
2.34E-136	0.356828373458118	0.364	0.212	7.71E-132	Squamous Cells	PPP4R1
1.04E-141	0.355320850700227	0.347	0.197	3.41E-137	Squamous Cells	RALBP1
1.02E-133	0.354163657927914	0.363	0.209	3.35E-129	Squamous Cells	H2AFJ
7.41E-216	0.353704213329733	0.233	0.081	2.44E-211	Squamous Cells	SNX9
8.19E-105	0.352940257981204	0.245	0.13	2.69E-100	Squamous Cells	DUSP14
4.65E-167	0.35237656693469	0.284	0.131	1.53E-162	Squamous Cells	EIF6
1.78E-171	0.352108595154139	0.329	0.163	5.84E-167	Squamous Cells	ARF4
3.93E-101	0.35130586530801	0.511	0.364	1.29E-96	Squamous Cells	DSP
5.65E-130	0.350578191144577	0.57	0.409	1.86E-125	Squamous Cells	APLP2
3.9E-270	0.350473251728058	0.2	0.051	1.28E-265	Squamous Cells	PIM1
6.96E-228	0.349821972058941	0.235	0.079	2.29E-223	Squamous Cells	NECTIN2
2.31E-171	0.349652283636611	0.27	0.119	7.59E-167	Squamous Cells	NR1D2
7.03E-185	0.348853753244748	0.352	0.18	2.31E-180	Squamous Cells	SDCBP
3.95E-264	0.344364369138625	0.208	0.055	1.3E-259	Squamous Cells	UBE2D1
6.57E-190	0.343002289644165	0.299	0.138	2.16E-185	Squamous Cells	TAB2
4.68E-209	0.34285565431175	0.17	0.045	1.54E-204	Squamous Cells	OVOL1
0	0.342392385914312	0.171	0.029	0	Squamous Cells	SPHK1
0	0.341971397073596	0.219	0.052	0	Squamous Cells	SH3GL1
7.09E-137	0.341807463611153	0.512	0.347	2.33E-132	Squamous Cells	CD9
3.68E-216	0.34106530931163	0.289	0.122	1.21E-211	Squamous Cells	KLHL24
1.05E-222	0.340764347810229	0.138	0.029	3.46E-218	Squamous Cells	GPAT3
3.1E-151	0.340742254450991	0.309	0.159	1.02E-146	Squamous Cells	GNB2
5.58E-96	0.340470881169794	0.272	0.154	1.83E-91	Squamous Cells	BLVRB
0	0.340072114534364	0.177	0.012	0	Squamous Cells	TINCR
0	0.339452843196345	0.151	0.015	0	Squamous Cells	RNF223
5.21E-118	0.33900644623094	0.444	0.289	1.71E-113	Squamous Cells	UBE2D3
3.18E-177	0.338970707704166	0.302	0.141	1.05E-172	Squamous Cells	MIEN1
3.88E-164	0.33895146440155	0.202	0.076	1.28E-159	Squamous Cells	DUSP16
7.12E-181	0.338605716246164	0.27	0.12	2.34E-176	Squamous Cells	TPD52L2
9.32E-103	0.33860286514199	0.195	0.091	3.06E-98	Squamous Cells	TRIB2
6.26E-138	0.337584646688443	0.336	0.187	2.06E-133	Squamous Cells	NDFIP1
2.03E-210	0.337493115028233	0.471	0.263	6.67E-206	Squamous Cells	GADD45B
1.37E-238	0.337482428146246	0.254	0.092	4.49E-234	Squamous Cells	ATP6V1B2
3.44E-147	0.337320059558883	0.25	0.112	1.13E-142	Squamous Cells	MCU
1.25E-190	0.337246680507344	0.216	0.078	4.11E-186	Squamous Cells	VAT1
0	0.336518875208004	0.145	0.004	0	Squamous Cells	VSIG10L
3.04E-258	0.336276319206226	0.246	0.082	9.98E-254	Squamous Cells	LRRC8A
8.65E-128	0.335998969627255	0.433	0.27	2.84E-123	Squamous Cells	ELOB
3.94E-161	0.333761384392034	0.115	0.026	1.3E-156	Squamous Cells	TCN1
0	0.332485285164333	0.224	0.048	0	Squamous Cells	KIFC3
1.3E-117	0.332447875016885	0.325	0.19	4.28E-113	Squamous Cells	MUC20
2.2E-205	0.331827317824518	0.24	0.088	7.24E-201	Squamous Cells	SMIM5
4.54E-174	0.329995258868044	0.265	0.116	1.49E-169	Squamous Cells	REEP3
3.79E-209	0.329322865097376	0.238	0.086	1.25E-204	Squamous Cells	OSER1
4.64E-166	0.328293453486278	0.249	0.106	1.52E-161	Squamous Cells	ERRFI1
7.86E-136	0.327926288223841	0.54	0.37	2.58E-131	Squamous Cells	ACTB
4.4E-205	0.327869786395681	0.314	0.148	1.45E-200	Squamous Cells	TOR1AIP2
3.02E-214	0.32767975123252	0.44	0.247	9.94E-210	Squamous Cells	MCL1
4.72E-135	0.326583647775676	0.264	0.127	1.55E-130	Squamous Cells	TAP1
2.51E-181	0.326568960739407	0.215	0.08	8.24E-177	Squamous Cells	GCHFR
2.02E-121	0.326466035458685	0.35	0.202	6.63E-117	Squamous Cells	ZNF292
3.76E-56	0.326296130074122	0.181	0.107	1.24E-51	Squamous Cells	PI3
1.47E-166	0.326207119276834	0.319	0.162	4.83E-162	Squamous Cells	TRAF4
1.24E-210	0.326116279946282	0.286	0.122	4.07E-206	Squamous Cells	CDC42SE1
5.99E-117	0.326056388120118	0.32	0.181	1.97E-112	Squamous Cells	TMEM165
2.93E-118	0.324926092775377	0.337	0.195	9.61E-114	Squamous Cells	CAB39
9.13E-183	0.324892997631014	0.623	0.413	3E-178	Squamous Cells	RPS16
1.33E-118	0.323857721483962	0.381	0.235	4.38E-114	Squamous Cells	AFF4
2.07E-204	0.322117902979307	0.415	0.221	6.81E-200	Squamous Cells	ATF3
2.55E-107	0.321226764168688	0.343	0.206	8.38E-103	Squamous Cells	PGD
1.67E-204	0.320723509028366	0.221	0.078	5.47E-200	Squamous Cells	RRAGC
3.36E-92	0.319716913599065	0.339	0.209	1.1E-87	Squamous Cells	GSPT1
1.65E-207	0.319143435372167	0.215	0.076	5.44E-203	Squamous Cells	TRIM16
5.41E-194	0.319039326966765	0.318	0.154	1.78E-189	Squamous Cells	ARPC5
5.32E-77	0.318872445692685	0.548	0.423	1.75E-72	Squamous Cells	TXNIP
3.48E-125	0.318376545408329	0.342	0.202	1.14E-120	Squamous Cells	KIF13B
2.31E-233	0.318318964076471	0.233	0.08	7.6E-229	Squamous Cells	RASSF5
1.84E-218	0.317418295799419	0.238	0.087	6.04E-214	Squamous Cells	RNPEPL1
5.58E-98	0.316852472435178	0.187	0.088	1.84E-93	Squamous Cells	IL18
1.87E-126	0.316685241775545	0.277	0.141	6.13E-122	Squamous Cells	TP53INP1
8.74E-119	0.315565657304811	0.432	0.272	2.87E-114	Squamous Cells	CAPNS1
4.4E-181	0.314957592903119	0.352	0.178	1.45E-176	Squamous Cells	KLF4
2.25E-212	0.31488624670096	0.146	0.033	7.39E-208	Squamous Cells	SECTM1
